,tag,smiles,n_atoms,smiles_B3LYP,A,B,C,mu,alpha,homo,lumo,gap,R2,zvpe,U0,U,H,G,Cv
1556,1557,CCCC(C)C=O,19,CCCC(C)C=O,4.79971,1.24702,1.06121,2.8143,68.84,-0.2444,-0.0176,0.2268,1136.6606,0.169183,-310.940345,-310.931255,-310.930311,-310.974739,31.221
1557,1558,CCCC(O)C=O,17,CCCC(O)C=O,6.76923,1.20655,1.09797,2.2077,62.06,-0.2727,-0.0365,0.2362,1079.2887,0.146116,-346.870614,-346.862228,-346.861283,-346.903618,29.301
1558,1559,CCCN(C)C=O,18,CCCN(C)C=O,6.07641,1.25876,1.12732,3.9066,66.31,-0.2392,0.0332,0.2724,1077.4188,0.159028,-327.009009,-327.000262,-326.999318,-327.042747,29.774
1559,1560,CCOC(C)C=O,17,CCOC(C)C=O,6.1447,1.30461,1.13324,2.8558,61.87,-0.2532,-0.0264,0.2268,1048.3564,0.144791,-346.860539,-346.851712,-346.850768,-346.894502,29.742
1560,1561,CN(CCO)C=O,16,CN(CCO)C=O,4.29846,1.6862,1.44858,3.3262,58.69,-0.2477,0.0221,0.2698,871.617,0.135855,-362.930315,-362.922001,-362.921057,-362.963626,28.245
1561,1562,COCC(C)C=O,17,COCC(C)C=O,4.53294,1.50957,1.20471,1.6698,61.77,-0.2529,-0.0225,0.2304,993.6912,0.14543,-346.855971,-346.84725,-346.846306,-346.88952,29.323
1562,1563,COCC(O)C=O,15,COCC(O)C=O,5.38805,1.45248,1.21944,2.5129,54.72,-0.2645,-0.037,0.2275,956.5572,0.122452,-382.782183,-382.774032,-382.773087,-382.815136,27.505
1563,1564,OCCC(O)C=O,15,OCCC(O)C=O,7.05593,1.21337,1.09909,1.9251,54.77,-0.27,-0.0386,0.2314,1020.0011,0.122637,-382.790431,-382.782236,-382.781291,-382.82329,28.066
1564,1565,CC(CO)CCO,19,CC(CO)CCO,6.24888,1.09834,0.98985,0.1428,64.09,-0.2612,0.0758,0.337,1170.6891,0.169582,-348.046805,-348.037437,-348.036493,-348.080947,32.45
1565,1566,CCC(C)CCO,21,CCC(C)CCO,5.89918,1.09101,0.98094,1.3242,71.22,-0.261,0.0805,0.3416,1234.4279,0.193096,-312.124451,-312.11489,-312.113946,-312.158831,33.666
1566,1567,CCC(C)COC,21,CCC(C)COC,6.26736,1.16008,1.04503,0.9803,72.02,-0.2504,0.0863,0.3367,1196.148,0.192734,-312.119596,-312.110095,-312.109151,-312.153779,33.142
1567,1568,CCC(O)CCO,19,CCC(O)CCO,6.80381,1.09962,1.00367,0.2392,64.19,-0.2584,0.0704,0.3288,1181.6462,0.169589,-348.053386,-348.044152,-348.043208,-348.087167,32.434
1568,1569,CCC(O)COC,19,CCC(O)COC,4.71846,1.34793,1.11325,1.8129,64.79,-0.2568,0.0729,0.3297,1100.4745,0.169193,-348.045292,-348.03605,-348.035106,-348.079197,31.975
1569,1570,CCCC(C)CC,23,CCCC(C)CC,5.74284,1.08531,0.97761,0.0449,78.49,-0.2976,0.0854,0.383,1297.8598,0.216515,-276.204532,-276.194768,-276.193824,-276.239054,34.924
1570,1571,CCCC(C)CO,21,CCCC(C)CO,6.06909,1.09287,0.98659,1.2822,71.32,-0.2624,0.0787,0.3411,1233.9153,0.192959,-312.12682,-312.117231,-312.116287,-312.161168,33.726
1571,1572,CCCC(C)OC,21,CCCC(C)OC,4.31202,1.36327,1.10639,1.0487,71.86,-0.2476,0.0865,0.3341,1146.0763,0.192496,-312.12312,-312.113577,-312.112633,-312.157458,33.356
1572,1573,CCCC(O)CC,21,CCCC(O)CC,6.5984,1.09387,1.00053,1.3566,71.48,-0.2611,0.0722,0.3334,1244.8852,0.192945,-312.133269,-312.123814,-312.12287,-312.167204,33.722
1573,1574,CCCC(O)CO,19,CCCC(O)CO,6.97654,1.10194,1.00752,2.3595,64.07,-0.2553,0.0619,0.3173,1181.3562,0.170232,-348.056615,-348.047732,-348.046788,-348.089986,31.768
1574,1575,CCOC(C)CC,21,CCOC(C)CC,3.43194,1.63212,1.19581,0.9463,71.94,-0.2462,0.0873,0.3335,1080.5854,0.192354,-312.128429,-312.118892,-312.117948,-312.162923,33.462
1575,1576,CCOC(C)CO,19,CCOC(C)CO,4.23846,1.5069,1.273,2.262,64.62,-0.2529,0.0811,0.334,1013.1638,0.169573,-348.051118,-348.04206,-348.041116,-348.08514,31.666
1576,1577,COC(C)CCO,19,COC(C)CCO,4.41106,1.35833,1.10529,1.8037,64.36,-0.2474,0.0804,0.3278,1090.3308,0.169201,-348.043466,-348.034159,-348.033214,-348.077616,32.093
1577,1578,COCC(C)CO,19,COCC(C)CO,6.56616,1.16957,1.05454,2.2837,64.88,-0.2513,0.076,0.3273,1134.6836,0.169225,-348.040439,-348.031116,-348.030172,-348.074454,31.91
1578,1579,COCC(C)OC,19,COCC(C)OC,6.30058,1.24169,1.10631,0.1877,65.34,-0.2495,0.089,0.3385,1112.8529,0.168729,-348.034975,-348.025608,-348.024664,-348.06935,31.597
1579,1580,COCC(O)CO,17,COCC(O)CO,7.76358,1.18888,1.08352,3.1223,57.66,-0.2586,0.0725,0.3311,1076.9996,0.146641,-383.971058,-383.962399,-383.961455,-384.004288,29.996
1580,1581,OCCC(O)CO,17,OCCC(O)CO,7.20468,1.10715,1.011,2.2295,56.91,-0.2576,0.0605,0.3181,1118.4464,0.146825,-383.976576,-383.967904,-383.96696,-384.009816,30.491
1581,1582,CC(=O)C(=O)C#C,11,CC(=O)C(=O)C#C,4.80833,2.14901,1.49881,0.3006,54.54,-0.2548,-0.1036,0.1512,756.6609,0.074554,-343.242553,-343.23493,-343.233986,-343.274929,25.448
1582,1583,CC(=O)C(=O)C#N,10,CC(=O)C(=O)C#N,4.84351,2.1634,1.50927,3.8243,49.26,-0.2845,-0.1344,0.1501,735.6062,0.063859,-359.339915,-359.332572,-359.331628,-359.372091,23.724
1583,1584,NC(=N)C(=O)C#C,11,NC(=N)C(=O)C#C,4.86338,2.22343,1.52747,1.8806,56.32,-0.253,-0.0811,0.1719,735.4016,0.077006,-339.41629,-339.409078,-339.408134,-339.447459,25.653
1584,1585,NC(=N)C(=O)C#N,10,NC(=N)C(=O)C#N,4.90408,2.24828,1.54223,5.7198,51.27,-0.2751,-0.1097,0.1654,712.308,0.066178,-355.515622,-355.508578,-355.507633,-355.546777,24.091
1585,1586,NC(=O)C(=O)C#C,10,NC(=O)C(=O)C#C,4.84199,2.24324,1.53301,0.844,50.95,-0.2544,-0.0938,0.1606,719.4434,0.064803,-359.317823,-359.310674,-359.30973,-359.349183,24.719
1586,1587,CC(=O)C(=O)C=O,11,CC(=O)C(=O)C=O,3.90224,2.30719,1.66527,2.0069,48.54,-0.2489,-0.1149,0.134,724.9332,0.074142,-380.412093,-380.404359,-380.403414,-380.444969,24.694
1587,1588,NC(=N)C(=O)C=O,11,NC(=N)C(=O)C=O,5.34424,1.99511,1.45385,4.7634,50.48,-0.2472,-0.1063,0.1409,757.7211,0.076826,-376.587519,-376.580145,-376.579201,-376.619737,24.815
1588,1589,NC(=O)C(=O)C=O,10,NC(=O)C(=O)C=O,5.41748,1.98109,1.45062,3.4036,44.64,-0.2482,-0.1217,0.1265,744.7672,0.064746,-396.486691,-396.479503,-396.478559,-396.518789,23.759
1589,1590,CC(=O)C(O)C#C,13,CC(=O)C(O)C#C,3.61348,2.32895,1.60109,2.9118,55.81,-0.2622,-0.0365,0.2257,762.1666,0.098122,-344.43314,-344.425204,-344.42426,-344.465792,27.568
1590,1591,CC(=O)C(O)C#N,12,CC(=O)C(O)C#N,3.64822,2.36884,1.60777,3.6266,51.03,-0.2951,-0.0576,0.2375,739.2555,0.087694,-360.538112,-360.530553,-360.529608,-360.570354,25.565
1591,1592,CC(C#C)C(C)=O,15,CC(C#C)C(C)=O,3.53406,2.29991,1.52019,2.152,62.92,-0.2436,-0.0181,0.2255,812.1279,0.121273,-308.509454,-308.500986,-308.500042,-308.542719,29.461
1592,1593,CC(C#C)C(N)=O,14,CC(C#C)C(N)=O,4.02057,2.2378,1.51834,3.0247,59.59,-0.244,0.0284,0.2724,783.103,0.111508,-324.583096,-324.575038,-324.574094,-324.615648,28.782
1593,1594,CC(C#N)C(C)=O,14,CC(C#N)C(C)=O,3.58259,2.33985,1.52089,2.3072,58.06,-0.2691,-0.0369,0.2322,788.893,0.110987,-324.616647,-324.608557,-324.607613,-324.64962,27.378
1594,1595,CC(C#N)C(N)=O,13,CC(C#N)C(N)=O,3.98767,2.30141,1.53883,0.7632,54.66,-0.2683,0.009,0.2773,756.8913,0.101264,-340.690205,-340.682538,-340.681594,-340.722425,26.68
1595,1596,NC(=N)C(O)C#N,12,NC(=N)C(O)C#N,3.94373,2.07761,1.79794,3.8445,52.13,-0.2724,-0.019,0.2534,721.9676,0.090046,-356.698773,-356.691376,-356.690432,-356.730362,26.03
1596,1597,NC(=O)C(O)C#C,12,NC(=O)C(O)C#C,3.98481,2.34624,1.57705,4.0183,52.23,-0.2601,0.0068,0.2669,735.0894,0.088374,-360.505528,-360.498134,-360.49719,-360.53703,26.775
1597,1598,NC(=O)C(O)C#N,11,NC(=O)C(O)C#N,3.95901,2.39207,1.60384,3.8481,47.5,-0.2923,-0.0144,0.2779,710.191,0.077855,-376.610619,-376.603529,-376.602585,-376.642033,24.842
1598,1599,NC(C#C)C(N)=O,13,NC(C#C)C(N)=O,3.97842,2.31601,1.53133,3.4126,55.87,-0.2409,0.0186,0.2595,758.8159,0.100878,-340.624424,-340.616608,-340.615664,-340.656319,28.107
1599,1600,[NH3+]C(C#C)C([O-])=O,12,[NH3+]C(C#C)C([O-])=O,4.1432,2.24218,1.53787,4.9929,52.08,-0.2585,0.0077,0.2663,747.7608,0.089346,-360.503506,-360.496335,-360.495391,-360.534917,25.588
1600,1601,NC(C#N)C(N)=O,12,NC(C#N)C(N)=O,3.97309,2.36945,1.54966,2.2356,51.07,-0.2641,-0.0015,0.2626,733.738,0.090402,-356.730212,-356.722687,-356.721743,-356.762044,26.165
1601,1602,CC(C)C(=O)C#C,15,CC(C)C(=O)C#C,4.25383,1.97631,1.5017,2.7723,63.92,-0.2606,-0.056,0.2046,831.5516,0.121904,-308.505543,-308.497255,-308.496311,-308.538162,29.051
1602,1603,CC(C)C(=O)C#N,14,CC(C)C(=O)C#N,4.25463,2.00734,1.50605,3.6223,58.71,-0.2927,-0.0847,0.208,808.909,0.111296,-324.606491,-324.598498,-324.597553,-324.638932,27.267
1603,1604,CC(O)C(=O)C#C,13,CC(O)C(=O)C#C,4.39295,2.05821,1.5127,3.1403,57.48,-0.2721,-0.073,0.1991,781.4962,0.09863,-344.433172,-344.425428,-344.424484,-344.465061,27.32
1604,1605,CC(O)C(=O)C#N,12,CC(O)C(=O)C#N,4.39025,2.08156,1.5197,1.6656,52.44,-0.2949,-0.1024,0.1925,759.8649,0.087782,-360.531172,-360.523616,-360.522672,-360.563033,25.743
1605,1606,CN(C)C(=N)C#N,14,CN(C)C(=N)C#N,4.35423,2.2359,1.5108,3.2371,62.31,-0.2403,-0.0406,0.1997,783.7709,0.113008,-320.767064,-320.759035,-320.758091,-320.799533,26.943
1606,1607,CN(C)C(=O)C#C,14,CN(C)C(=O)C#C,4.41507,2.20494,1.49827,3.6272,62.94,-0.2452,-0.0243,0.221,793.6405,0.111252,-324.565412,-324.557264,-324.55632,-324.597719,27.873
1607,1608,CN(C)C(=O)C#N,13,CN(C)C(=O)C#N,4.39622,2.2446,1.51429,5.0952,57.54,-0.2706,-0.0495,0.2211,769.1661,0.100841,-340.668108,-340.660282,-340.659338,-340.700238,25.995
1608,1609,CC(C)C(=O)C=O,15,CC(C)C(=O)C=O,3.70769,2.11191,1.59957,1.1384,57.91,-0.2489,-0.0945,0.1544,804.408,0.122012,-345.680996,-345.672767,-345.671823,-345.713823,28.006
1609,1610,CC(O)C(=O)C=O,13,CC(O)C(=O)C=O,3.86878,2.22582,1.58242,0.9633,51.49,-0.2681,-0.1102,0.1579,756.6399,0.098581,-381.606362,-381.598596,-381.597651,-381.638553,26.482
1610,1611,CN(C)C(=N)C=O,15,CN(C)C(=N)C=O,4.81982,1.94966,1.44909,3.5222,61.23,-0.2335,-0.0683,0.1652,826.9346,0.123837,-341.835805,-341.827772,-341.826828,-341.868118,27.441
1611,1612,CN(C)C(=O)C=O,14,CN(C)C(=O)C=O,3.92544,2.37994,1.50974,2.6207,56.89,-0.2511,-0.0741,0.177,780.1238,0.111467,-361.740208,-361.732024,-361.73108,-361.773557,26.746
1612,1613,CC(C#N)N(C)C,17,CC(C#N)N(C)C,3.94854,1.91568,1.64767,4.1669,64.73,-0.2273,0.029,0.2563,833.0949,0.147068,-305.897998,-305.889567,-305.888623,-305.930279,29.885
1613,1614,CC(C)C(C)C#C,19,CC(C)C(C)C#C,3.57995,2.03672,1.38685,0.6217,73.1,-0.2582,0.0567,0.3149,918.1293,0.168953,-273.762938,-273.754018,-273.753074,-273.79562,32.932
1614,1615,CC(C)C(C)C#N,18,CC(C)C(C)C#N,3.57748,2.07344,1.40126,3.9675,67.88,-0.3121,0.0376,0.3497,892.0654,0.15875,-289.87247,-289.863888,-289.862944,-289.90505,30.839
1615,1616,CC(C)C(N)C#N,17,CC(C)C(N)C#N,3.94656,1.83105,1.59806,2.8133,64.35,-0.2685,0.0274,0.296,848.8007,0.148083,-305.91553,-305.907073,-305.906129,-305.94784,30.342
1616,1617,CC(C)C(O)C#C,17,CC(C)C(O)C#C,4.03849,1.83698,1.5938,1.3225,65.73,-0.2636,0.0312,0.2948,851.9154,0.145386,-309.686862,-309.678138,-309.677194,-309.719333,31.694
1617,1618,CC(C)C(O)C#N,16,CC(C)C(O)C#N,3.72572,2.0929,1.42755,3.3111,60.92,-0.2987,0.0118,0.3105,848.3348,0.13506,-325.793904,-325.785563,-325.784619,-325.826204,29.663
1618,1619,CC(N)C(N)C#N,16,CC(N)C(N)C#N,3.66299,2.13966,1.43516,4.0257,60.87,-0.2381,0.0205,0.2587,839.9784,0.136902,-321.958301,-321.949936,-321.948992,-321.990593,30.065
1619,1620,CC(O)C(C)C#C,17,CC(O)C(C)C#C,3.03357,2.26902,1.76361,1.2181,65.63,-0.2598,0.0452,0.305,813.0934,0.14558,-309.692389,-309.683807,-309.682863,-309.724651,31.506
1620,1621,CC(O)C(C)C#N,16,CC(O)C(C)C#N,3.05932,2.30622,1.77809,3.0848,60.54,-0.2839,0.028,0.3119,790.0257,0.135329,-325.80068,-325.792432,-325.791488,-325.832828,29.453
1621,1622,CC(O)C(N)C#N,15,CC(O)C(N)C#N,3.83134,2.09958,1.4405,3.9686,57.69,-0.2705,0.0278,0.2983,825.7495,0.124257,-341.839596,-341.831335,-341.83039,-341.871873,29.255
1622,1623,CC(O)C(O)C#C,15,CC(O)C(O)C#C,3.87468,2.07872,1.43592,0.1804,59.02,-0.253,0.0305,0.2834,831.6567,0.121518,-345.610574,-345.601986,-345.601042,-345.643073,30.699
1623,1624,CC(O)C(O)C#N,14,CC(O)C(O)C#N,3.8867,2.10964,1.45031,3.9552,54.07,-0.2801,0.0095,0.2896,806.9968,0.111283,-361.716705,-361.708538,-361.707594,-361.748927,28.583
1624,1625,CC(C)C(C)C=O,19,CC(C)C(C)C=O,3.51112,1.96377,1.36639,2.7421,68.05,-0.2444,-0.0176,0.2268,924.3641,0.168626,-310.940657,-310.931602,-310.930658,-310.974334,31.889
1625,1626,CC(C)C(O)C=O,17,CC(C)C(O)C=O,4.17995,1.883,1.39482,2.2998,61.24,-0.2706,-0.0384,0.2321,879.1915,0.145817,-346.869712,-346.861372,-346.860428,-346.902289,29.878
1626,1627,CC(C)N(C)C=O,18,CC(C)N(C)C=O,4.36429,1.60886,1.59531,3.9248,65.66,-0.2388,0.0343,0.2731,890.2583,0.158641,-327.010026,-327.001322,-327.000378,-327.043349,30.429
1627,1628,CC(O)C(C)C=O,17,CC(O)C(C)C=O,3.61348,1.99434,1.40803,3.0994,60.93,-0.2447,-0.0154,0.2293,877.0456,0.145215,-346.867382,-346.858616,-346.857672,-346.900579,30.661
1628,1629,CC(O)C(O)C=O,15,CC(O)C(O)C=O,4.36243,1.90799,1.41825,2.3282,54.12,-0.2626,-0.0368,0.2258,832.8745,0.122273,-382.796989,-382.788932,-382.787988,-382.82913,28.668
1629,1630,CC(=O)C(O)C=O,13,CC(=O)C(O)C=O,3.97664,2.10656,1.612,4.2076,52.33,-0.2586,-0.0534,0.2051,762.5851,0.097911,-381.61055,-381.602683,-381.601739,-381.643512,26.399
1630,1631,CC(C=O)C(C)=O,15,CC(C=O)C(C)=O,3.12636,2.46794,1.60119,1.7101,58.66,-0.253,-0.0517,0.2013,792.2381,0.121356,-345.688916,-345.680523,-345.679579,-345.722027,28.277
1631,1632,CC(C=O)C(N)=O,14,CC(C=O)C(N)=O,3.41283,2.58718,1.56802,1.6866,54.83,-0.2536,-0.0463,0.2073,760.1412,0.111802,-361.763293,-361.755537,-361.754593,-361.795495,27.118
1632,1633,CN(C=N)C(C)=O,15,CN(C=N)C(C)=O,4.74639,2.05878,1.46222,2.0631,61.15,-0.2483,-0.0133,0.235,814.9669,0.124416,-341.874216,-341.866219,-341.865275,-341.906845,27.389
1633,1634,CN(C=N)C(N)=O,14,CN(C=N)C(N)=O,4.88129,2.10602,1.48729,2.8892,57.44,-0.2439,0.0078,0.2517,782.3894,0.114323,-357.939331,-357.931785,-357.930841,-357.970874,26.843
1634,1635,CN(C=O)C(C)=N,15,CN(C=O)C(C)=N,4.48245,2.11164,1.46153,3.2383,61.51,-0.2535,-0.0175,0.2361,809.9073,0.125008,-341.871347,-341.863669,-341.862724,-341.903098,27.068
1635,1636,CN(C=O)C(C)=O,14,CN(C=O)C(C)=O,4.5257,2.11122,1.46598,1.778,56.45,-0.2668,-0.0332,0.2336,793.089,0.112126,-361.772743,-361.76496,-361.764015,-361.804833,26.496
1636,1637,CN(C=O)C(N)=N,14,CN(C=O)C(N)=N,4.67789,2.1175,1.49974,3.9929,57.6,-0.2462,-0.0082,0.238,778.9852,0.114043,-357.927353,-357.919782,-357.918838,-357.959056,26.806
1637,1638,CN(C=O)C(N)=O,13,CN(C=O)C(N)=O,4.92384,2.10431,1.4899,4.7493,52.29,-0.2583,-0.0085,0.2498,763.4856,0.101719,-377.837977,-377.830535,-377.829591,-377.869484,26.026
1638,1639,NC(=O)C(O)C=O,12,NC(=O)C(O)C=O,4.44417,2.08939,1.63351,1.8522,47.74,-0.2551,-0.0474,0.2077,727.7918,0.088835,-397.692021,-397.684852,-397.683908,-397.723425,25.313
1639,1640,CN=C(N)C(C)=O,15,CN=C(N)C(C)=O,4.64127,1.99998,1.42407,1.9489,61.09,-0.2402,-0.0492,0.191,841.3689,0.123055,-341.865856,-341.857456,-341.856512,-341.898618,29.068
1640,1641,CN=C(N)C(N)=O,14,CN=C(N)C(N)=O,4.95658,2.02275,1.45089,1.7515,56.91,-0.2363,-0.0194,0.2169,807.0653,0.113148,-357.942023,-357.93399,-357.933046,-357.974006,28.436
1641,1642,C[NH+]=C(N)C([O-])=O,13,C[NH+]=C(N)C([O-])=O,4.97294,2.02486,1.45221,8.8749,52.78,-0.2307,-0.0335,0.1972,791.4402,0.101413,-377.816466,-377.808827,-377.807883,-377.84901,25.863
1642,1643,CC(=O)C(=O)CO,13,CC(=O)C(=O)CO,5.27825,1.80477,1.36742,2.0674,51.44,-0.2585,-0.0974,0.1612,832.1298,0.098264,-381.616883,-381.60888,-381.607936,-381.649846,26.714
1643,1644,CCC(=O)C(C)=O,15,CCC(=O)C(C)=O,5.10911,1.76774,1.34556,0.1453,57.93,-0.2389,-0.0809,0.158,890.3706,0.121452,-345.695868,-345.687346,-345.686402,-345.729675,28.418
1644,1645,CCC(=O)C(N)=N,15,CCC(=O)C(N)=N,5.14214,1.83219,1.37519,1.8503,59.4,-0.2473,-0.0499,0.1974,865.4784,0.124026,-341.869909,-341.861822,-341.860877,-341.902543,28.553
1645,1646,CCC(=O)C(N)=O,14,CCC(=O)C(N)=O,5.21252,1.82494,1.37423,1.165,54.38,-0.2399,-0.0611,0.1788,850.4674,0.111761,-361.77204,-361.764019,-361.763075,-361.804796,27.651
1646,1647,CNC(=N)C(C)=O,15,CNC(=N)C(C)=O,5.06989,1.88432,1.39759,0.6274,60.01,-0.2269,-0.0558,0.1711,857.6672,0.123611,-341.863083,-341.854591,-341.853647,-341.896885,28.573
1647,1648,CNC(=[NH2+])C([O-])=O,13,CNC(=[NH2+])C([O-])=O,4.97341,2.02545,1.45255,8.8758,52.77,-0.2307,-0.0336,0.1971,791.2849,0.101417,-377.816463,-377.808824,-377.80788,-377.849019,25.86
1648,1649,CNC(=O)C(C)=O,14,CNC(=O)C(C)=O,5.11237,1.89815,1.40836,1.2761,55.88,-0.2399,-0.0604,0.1795,841.0664,0.111623,-361.76802,-361.75979,-361.758846,-361.801165,27.253
1649,1650,CNC(=O)C(N)=O,13,CNC(=O)C(N)=O,5.18576,1.97257,1.44201,0.2161,52.22,-0.2405,-0.0288,0.2117,800.6407,0.102097,-377.845502,-377.837829,-377.836885,-377.877565,26.323
1650,1651,COC(=O)C(C)=O,13,COC(=O)C(C)=O,5.31175,1.93922,1.44607,1.3223,51.5,-0.2525,-0.0704,0.182,812.0644,0.098825,-381.634033,-381.62598,-381.625036,-381.66722,26.209
1651,1652,COC(=O)C(N)=N,13,COC(=O)C(N)=N,5.36086,2.011,1.47937,1.4007,52.91,-0.2465,-0.0348,0.2117,788.6957,0.101296,-377.805829,-377.798194,-377.79725,-377.837816,26.354
1652,1653,COC(=O)C(N)=O,12,COC(=O)C(N)=O,5.44603,2.00059,1.47674,1.9931,47.89,-0.251,-0.0451,0.2059,774.4123,0.089078,-397.709232,-397.701624,-397.70068,-397.741402,25.503
1653,1654,NC(=N)C(=O)CO,13,NC(=N)C(=O)CO,5.24329,1.86723,1.39002,2.3341,52.59,-0.2492,-0.0519,0.1973,813.3809,0.100397,-377.78436,-377.776505,-377.77556,-377.8165,27.371
1654,1655,NC(=O)C(=O)CO,12,NC(=O)C(=O)CO,5.31042,1.86131,1.39001,0.7074,47.74,-0.2429,-0.0637,0.1792,798.013,0.088215,-397.686127,-397.678406,-397.677462,-397.718256,26.369
1655,1656,CC(C)C(=O)CO,17,CC(C)C(=O)CO,4.74889,1.54501,1.4705,2.928,60.84,-0.2628,-0.0244,0.2384,911.7875,0.145893,-346.87843,-346.869837,-346.868893,-346.912513,30.021
1656,1657,CC(O)C(=O)CO,15,CC(O)C(=O)CO,4.84899,1.73711,1.36438,1.731,53.94,-0.2754,-0.0401,0.2353,864.0085,0.122466,-382.804482,-382.796345,-382.795401,-382.83716,28.54
1657,1658,CCC(=O)C(C)C,19,CCC(=O)C(C)C,4.59986,1.56233,1.41241,2.4591,67.7,-0.2378,-0.0066,0.2313,970.1419,0.168905,-310.954565,-310.945391,-310.944447,-310.988708,31.937
1658,1659,CCC(=O)C(C)O,17,CCC(=O)C(C)O,4.70923,1.7022,1.34704,2.8996,60.84,-0.2611,-0.0237,0.2374,921.8894,0.145785,-346.883127,-346.874562,-346.873618,-346.916362,30.113
1659,1660,CCC(=O)N(C)C,18,CCC(=O)N(C)C,4.71048,1.80699,1.34978,3.3917,66.18,-0.2336,0.0364,0.27,929.034,0.158348,-327.012568,-327.003498,-327.002554,-327.046659,30.697
1660,1661,CN(C)C(=O)CO,16,CN(C)C(=O)CO,4.84878,1.85396,1.3759,4.4338,58.89,-0.2478,0.0219,0.2698,868.5575,0.13534,-362.937857,-362.929354,-362.92841,-362.97126,28.767
1661,1662,CNC(=O)C(C)C,18,CNC(=O)C(C)C,4.70524,1.55728,1.52862,3.3594,65.47,-0.24,0.0387,0.2787,927.9197,0.158634,-327.02168,-327.012595,-327.011651,-327.056105,31.157
1662,1663,CNC(=O)C(C)O,16,CNC(=O)C(C)O,4.79153,1.77337,1.42129,4.1609,58.16,-0.2547,0.0223,0.277,875.3358,0.135383,-362.950092,-362.941543,-362.940598,-362.983502,29.409
1663,1664,CNC(=O)N(C)C,17,CNC(=O)N(C)C,4.74331,1.9274,1.41321,3.6703,62.8,-0.2259,0.066,0.2918,880.8701,0.147439,-343.068226,-343.059148,-343.058203,-343.101984,30.213
1664,1665,COC(=O)C(C)C,17,COC(=O)C(C)C,4.7065,1.78562,1.47366,1.6828,60.96,-0.2647,0.0176,0.2823,886.71,0.14624,-346.89917,-346.890403,-346.889459,-346.932979,29.771
1665,1666,COC(=O)C(C)N,16,COC(=O)C(C)N,4.81876,1.79181,1.50749,2.0557,57.51,-0.2358,0.0132,0.2491,856.831,0.135627,-362.941781,-362.933249,-362.932304,-362.974805,29.208
1666,1667,COC(=O)C(C)O,15,COC(=O)C(C)O,4.85359,1.86769,1.46739,2.7792,54.05,-0.2666,0.0029,0.2695,837.2155,0.122938,-382.825717,-382.817421,-382.816477,-382.858645,28.236
1667,1668,COC(=O)N(C)C,16,COC(=O)N(C)C,4.84841,2.00485,1.45733,2.2499,59.15,-0.2359,0.0636,0.2995,847.0436,0.13503,-362.951503,-362.942526,-362.941582,-362.986677,28.805
1668,1669,CC(=O)C(O)CO,15,CC(=O)C(O)CO,4.42613,1.83126,1.41125,2.2935,54.01,-0.2599,-0.0346,0.2253,844.6821,0.122808,-382.805933,-382.797832,-382.796887,-382.838635,28.305
1669,1670,CC(C[NH3+])C([O-])=O,16,CC(C[NH3+])C([O-])=O,4.30196,1.82583,1.35083,14.6499,63.56,-0.1706,-0.0323,0.1383,873.4033,0.135678,-362.87621,-362.867766,-362.866822,-362.909906,29.041
1670,1671,CC(CO)C(C)=O,17,CC(CO)C(C)=O,4.40787,1.6484,1.41801,1.3506,60.59,-0.241,-0.0106,0.2304,904.0776,0.145414,-346.874234,-346.865253,-346.864308,-346.90804,30.722
1671,1672,CC(CO)C(N)=O,16,CC(CO)C(N)=O,4.44042,1.61962,1.51846,2.3876,57.15,-0.2424,0.0332,0.2756,864.1732,0.135126,-362.946498,-362.937565,-362.936621,-362.98071,30.391
1672,1673,CCC(C)C(C)=O,19,CCC(C)C(C)=O,4.2449,1.58744,1.42574,2.5242,67.72,-0.2375,-0.0074,0.23,960.7105,0.16883,-310.952127,-310.942916,-310.941972,-310.986289,31.979
1673,1674,CCC(C)C(N)=O,18,CCC(C)C(N)=O,4.11559,1.64088,1.48703,3.3976,64.3,-0.2397,0.0377,0.2774,917.7567,0.158399,-327.024699,-327.015444,-327.0145,-327.059628,31.698
1674,1675,CCC([NH3+])C([O-])=O,16,CCC([NH3+])C([O-])=O,4.43577,1.81709,1.3579,5.082,56.64,-0.2497,0.0184,0.2681,880.8938,0.13681,-362.953848,-362.945957,-362.945013,-362.98614,28.225
1675,1676,CCC(O)C(C)=O,17,CCC(O)C(C)=O,4.25707,1.80855,1.37554,2.8471,61.16,-0.2643,-0.0256,0.2387,903.554,0.145654,-346.883119,-346.874529,-346.873585,-346.916229,30.144
1676,1677,CCC(O)C(N)=O,16,CCC(O)C(N)=O,4.47106,1.80515,1.41321,3.9902,57.39,-0.2589,0.0193,0.2781,870.3957,0.135418,-362.955075,-362.946637,-362.945693,-362.987951,29.826
1677,1678,CCN(C)C(C)=O,18,CCN(C)C(C)=O,3.73261,2.12277,1.52532,3.4689,65.39,-0.2314,0.0367,0.2681,865.2535,0.158517,-327.013853,-327.004948,-327.004004,-327.047524,30.639
1678,1679,CCN(C)C(N)=O,17,CCN(C)C(N)=O,3.85102,2.16158,1.53733,3.5809,61.53,-0.2284,0.0631,0.2915,835.258,0.148116,-343.07653,-343.067896,-343.066952,-343.109942,30.029
